新华积极价值灵活配置混合	xin hua ji ji jia zhi ling huo pei zhi hun he 
博时安誉18个月定开债	bo shi an yu 18 ge yue ding kai zhai 
东方金元宝货币	dong fang jin yuan bao huo bi 
中银新财富混合a	zhong yin xin cai fu hun he a 
华商乐享互联混合a	hua shang le xiang hu lian hun he a 
东方多策略灵活配置混合c	dong fang duo ce lve ling huo pei zhi hun he c 
国泰民益c	guo tai min yi c 
中加心享混合a	zhong jia xin xiang hun he a 
前海开源中国稀缺资产混合c	qian hai kai yuan zhong guo xi que zi chan hun he c 
景顺长城泰和回报混合c	jing shun chang cheng tai he hui bao hun he c 
华泰柏瑞激励动力混合c	hua tai bai rui ji li dong li hun he c 
银河泰利债券i	yin he tai li zhai quan i 
汇添富达欣混合a	hui tian fu da xin hun he a 
诺安景鑫	nuo an jing xin 
博时裕达纯债	bo shi yu da chun zhai 
博时裕康纯债	bo shi yu kang chun zhai 
国联安鑫享灵活配置混合c	guo lian an xin xiang ling huo pei zhi hun he c 
华夏新趋势混合c	hua xia xin qu shi hun he c 
南方弘利定开债券发起	nan fang hong li ding kai zhai quan fa qi 
广发天天红b	guang fa tian tian hong b 
华夏回报混合h	hua xia hui bao hun he h 
工银核心价值混合h	gong yin he xin jia zhi hun he h 
创金合信沪深300增强c	chuang jin he xin hu shen 300 zeng qiang c 
农银现代农业加	nong yin xian dai nong ye jia 
汇丰晋信大盘股票h	hui feng jin xin da pan gu piao h 
泰康稳健增利债券c	tai kang wen jian zeng li zhai quan c 
东方红睿轩三年定开混合	dong fang hong rui xuan san nian ding kai hun he 
九泰锐富事件驱动混合(lof)a	jiu tai rui fu shi jian qu dong hun he (lof)a 
建信弘利灵活配置混合	jian xin hong li ling huo pei zhi hun he 
中银瑞利混合a	zhong yin rui li hun he a 
汇丰晋信大盘波动股票a	hui feng jin xin da pan bo dong gu piao a 
中信建投医改a	zhong xin jian tou yi gai a 
亚洲美元债c(美元现汇)	ya zhou mei yuan zhai c( mei yuan xian hui ) 
长信富全纯债一年定开债券c	zhang xin fu quan chun zhai yi nian ding kai zhai quan c 
南方优选价值混合h	nan fang you xuan jia zhi hun he h 
兴业丰泰债券	xing ye feng tai zhai quan 
嘉实沪港深精选股票	jia shi hu gang shen jing xuan gu piao 
大成趋势回报灵活配置混合	da cheng qu shi hui bao ling huo pei zhi hun he 
博时睿远事件驱动混合(lof)	bo shi rui yuan shi jian qu dong hun he (lof) 
富国价值优势混合	fu guo jia zhi you shi hun he 
广发货币	guang fa huo bi 
东方金证通货币a	dong fang jin zheng tong huo bi a 
鹏华金鼎混合c	peng hua jin ding hun he c 
博时丝路主题股票c	bo shi si lu zhu ti gu piao c 
长城久润混合	chang cheng jiu run hun he 
中加心享混合c	zhong jia xin xiang hun he c 
诺安和鑫灵活配置混合	nuo an he xin ling huo pei zhi hun he 
建信汇利灵活配置混合	jian xin hui li ling huo pei zhi hun he 
前海开源沪港深汇鑫混合c	qian hai kai yuan hu gang shen hui xin hun he c 
博时黄金etf联接c	bo shi huang jin etf lian jie c 
工银沪港深股票a	gong yin hu gang shen gu piao a 
鑫元双债增强债券a	xin yuan shuang zhai zeng qiang zhai quan a 
博时裕景纯债债券	bo shi yu jing chun zhai zhai quan 
东方鼎新灵活配置混合c	dong fang ding xin ling huo pei zhi hun he c 
平安消费精选混合a	ping an xiao fei jing xuan hun he a 
工银安盈货币b	gong yin an ying huo bi b 
诺德货币a	nuo de huo bi a 
博时裕通3个月定开债发起式a	bo shi yu tong 3 ge yue ding kai zhai fa qi shi a 
兴业天禧债券	xing ye tian xi zhai quan 
鹏华丰利债券(lof)	peng hua feng li zhai quan (lof) 
德邦锐兴债券a	de bang rui xing zhai quan a 
泰康薪意保货币e	tai kang xin yi bao huo bi e 
国寿安保尊利增强回报债券a	guo shou an bao zun li zeng qiang hui bao zhai quan a 
融通医疗保健行业混合h	rong tong yi liao bao jian hang ye hun he h 
天弘永利债券e	tian hong yong li zhai quan e 
泓德泓信混合	hong de hong xin hun he 
西部利得行业主题优选混合c	xi bu li de hang ye zhu ti you xuan hun he c 
长信利发债券	zhang xin li fa zhai quan 
景顺长城景盈双利债券a	jing shun chang cheng jing ying shuang li zhai quan a 
泰康沪港深精选混合	tai kang hu gang shen jing xuan hun he 
嘉实稳盛债券	jia shi wen sheng zhai quan 
华安安进混合	hua an an jin hun he 
江信祺福a	jiang xin qi fu a 
博时裕弘纯债债券	bo shi yu hong chun zhai zhai quan 
博时安仁一年定开债发起式c	bo shi an ren yi nian ding kai zhai fa qi shi c 
泰康恒泰回报混合c	tai kang heng tai hui bao hun he c 
前海开源鼎安债券a	qian hai kai yuan ding an zhai quan a 
招商安荣灵活配置混合a	zhao shang an rong ling huo pei zhi hun he a 
招商安荣灵活配置混合c	zhao shang an rong ling huo pei zhi hun he c 
平安鼎信债券	ping an ding xin zhai quan 
浦银安盛盛元定开债券c	pu yin an sheng sheng yuan ding kai zhai quan c 
交银活期通货币e	jiao yin huo qi tong huo bi e 
华夏大中华信用债券(qdii)a类人民币	hua xia da zhong hua xin yong zhai quan (qdii)a lei ren min bi 
东方红睿华沪港深灵活配置混合(lof)	dong fang hong rui hua hu gang shen ling huo pei zhi hun he (lof) 
安信新目标混合c	an xin xin mu biao hun he c 
中海合嘉增强收益债券c	zhong hai he jia zeng qiang shou yi zhai quan c 
鹏华弘达混合c	peng hua hong da hun he c 
中银颐利混合c	zhong yin yi li hun he c 
前海开源鼎瑞债券c	qian hai kai yuan ding rui zhai quan c 
泰康丰盈债券	tai kang feng ying zhai quan 
银河君尚混合i	yin he jun shang hun he i 
国投瑞银瑞利混合(lof)a	guo tou rui yin rui li hun he (lof)a 
长信创新驱动股票	zhang xin chuang xin qu dong gu piao 
财通多策略福享混合(lof)	cai tong duo ce lve fu xiang hun he (lof) 
光大保德信产业新动力混合	guang da bao de xin chan ye xin dong li hun he 
建信现金添益a	jian xin xian jin tian yi a 
建信添益	jian xin tian yi 
中加丰尚纯债债券	zhong jia feng shang chun zhai zhai quan 
天弘中证电子etf联接a	tian hong zhong zheng dian zi etf lian jie a 
大成恒丰宝a	da cheng heng feng bao a 
大成恒丰宝e	da cheng heng feng bao e 
天弘中证食品饮料etf联接c	tian hong zhong zheng shi pin yin liao etf lian jie c 
江信同福灵活配置c	jiang xin tong fu ling huo pei zhi c 
兴银大健康	xing yin da jian kang 
中融融安二号混合	zhong rong rong an er hao hun he 
上投摩根医疗健康股票a	shang tou mo gen yi liao jian kang gu piao a 
大成绝对收益混合发起a	da cheng jue dui shou yi hun he fa qi a 
汇丰晋信智造先锋c	hui feng jin xin zhi zao xian feng c 
长盛战略新兴产业混合c	zhang sheng zhan lve xin xing chan ye hun he c 
华润元大稳健债券c	hua run yuan da wen jian zhai quan c 
兴全稳益定开债券	xing quan wen yi ding kai zhai quan 
前海开源货币a	qian hai kai yuan huo bi a 
前海开源货币b	qian hai kai yuan huo bi b 
前海开源沪港深蓝筹精选混合a	qian hai kai yuan hu gang shen lan chou jing xuan hun he a 
博时裕盈3个月定开债	bo shi yu ying 3 ge yue ding kai zhai 
诺安聚鑫宝货币d	nuo an ju xin bao huo bi d 
国金金腾通货币c	guo jin jin teng tong huo bi c 
中欧新趋势混合(lof)e	zhong ou xin qu shi hun he (lof)e 
中欧价值发现混合e	zhong ou jia zhi fa xian hun he e 
前海开源强势共识100强股票	qian hai kai yuan qiang shi gong shi 100 qiang gu piao 
东方红6个月定开纯债	dong fang hong 6 ge yue ding kai chun zhai 
博时裕恒纯债债券	bo shi yu heng chun zhai zhai quan 
东海社会安全	dong hai she hui an quan 
汇添富添富通货币e	hui tian fu tian fu tong huo bi e 
博时裕荣纯债债券	bo shi yu rong chun zhai zhai quan 
汇添富新兴消费股票a	hui tian fu xin xing xiao fei gu piao a 
泰康新机遇混合	tai kang xin ji yu hun he 
富国收益宝交易型货币a	fu guo shou yi bao jiao yi xing huo bi a 
富国货币	fu guo huo bi 
中欧瑾通灵活配置混合c	zhong ou jin tong ling huo pei zhi hun he c 
华宝转型升级混合	hua bao zhuan xing sheng ji hun he 
中融新经济混合a	zhong rong xin jing ji hun he a 
万家瑞益灵活配置混合a	wan jia rui yi ling huo pei zhi hun he a 
万家瑞益灵活配置混合c	wan jia rui yi ling huo pei zhi hun he c 
南方荣光a	nan fang rong guang a 
嘉实新起点混合a	jia shi xin qi dian hun he a 
创金合信转债精选债券c	chuang jin he xin zhuan zhai jing xuan zhai quan c 
前海开源一带一路混合c	qian hai kai yuan yi dai yi lu hun he c 
九泰天宝灵活配置混合c	jiu tai tian bao ling huo pei zhi hun he c 
国泰安康定期支付混合c	guo tai an kang ding qi zhi fu hun he c 
国泰沪深300指数增强c	guo tai hu shen 300 zhi shu zeng qiang c 
长安产业精选混合c	chang an chan ye jing xuan hun he c 
德邦鑫星价值灵活配置混合c	de bang xin xing jia zhi ling huo pei zhi hun he c 
银河鸿利灵活配置混合i	yin he hong li ling huo pei zhi hun he i 
长安鑫利优选混合c	chang an xin li you xuan hun he c 
华安新优选灵活配置混合c	hua an xin you xuan ling huo pei zhi hun he c 
交银新回报灵活配置混合c	jiao yin xin hui bao ling huo pei zhi hun he c 
长盛盛世c	zhang sheng sheng shi c 
东方新价值混合c	dong fang xin jia zhi hun he c 
浦银安盛盛世精选混合c	pu yin an sheng sheng shi jing xuan hun he c 
诺安泰鑫一年定期开放债券c	nuo an tai xin yi nian ding qi kai fang zhai quan c 
中邮风格轮动灵活配置混合	zhong you feng ge lun dong ling huo pei zhi hun he 
嘉实环保低碳股票	jia shi huan bao di tan gu piao 
农银天天利货币b	nong yin tian tian li huo bi b 
长信利广混合c	zhang xin li guang hun he c 
东兴蓝海财富混合	dong xing lan hai cai fu hun he 
长信价值优选混合	zhang xin jia zhi you xuan hun he 
北信瑞丰中国智造主题	bei xin rui feng zhong guo zhi zao zhu ti 
泓德泓利货币a	hong de hong li huo bi a 
南方瑞利	nan fang rui li 
交银裕通纯债债券a	jiao yin yu tong chun zhai zhai quan a 
中欧数据挖掘混合a	zhong ou shu ju wa jue hun he a 
金鹰添益3个月定开债	jin ying tian yi 3 ge yue ding kai zhai 
光大保德信吉鑫混合c	guang da bao de xin ji xin hun he c 
华夏新锦绣混合a	hua xia xin jin xiu hun he a 
创金合信消费主题股票c	chuang jin he xin xiao fei zhu ti gu piao c 
金元顺安沣楹债券	jin yuan shun an feng ying zhai quan 
泰康安益纯债债券a	tai kang an yi chun zhai zhai quan a 
鹏华健康环保混合	peng hua jian kang huan bao hun he 
工银国家战略股票	gong yin guo jia zhan lve gu piao 
创金合信中证500增强a	chuang jin he xin zhong zheng 500 zeng qiang a 
东吴安盈量化a	dong wu an ying liang hua a 
兴业短债债券a	xing ye duan zhai zhai quan a 
嘉实新趋势混合	jia shi xin qu shi hun he 
鑫元兴利定期开放债券	xin yuan xing li ding qi kai fang zhai quan 
长盛医疗量化股票	zhang sheng yi liao liang hua gu piao 
广发鑫享混合a	guang fa xin xiang hun he a 
招商行业领先混合h	zhao shang hang ye ling xian hun he h 
长信利泰灵活配置混合a	zhang xin li tai ling huo pei zhi hun he a 
海富通安颐收益混合c	hai fu tong an yi shou yi hun he c 
大成慧成货币a	da cheng hui cheng huo bi a 
前海开源清洁能源混合c	qian hai kai yuan qing jie neng yuan hun he c 
中银增长混合h	zhong yin zeng zhang hun he h 
大摩增值18个月开放债券a	da mo zeng zhi 18 ge yue kai fang zhai quan a 
博时沪深300指数c	bo shi hu shen 300 zhi shu c 
易方达瑞财混合i	yi fang da rui cai hun he i 
易方达瑞财混合e	yi fang da rui cai hun he e 
亚洲美元债a(人民币)	ya zhou mei yuan zhai a( ren min bi ) 
广发安享混合a	guang fa an xiang hun he a 
南方转型驱动灵活配置混合	nan fang zhuan xing qu dong ling huo pei zhi hun he 
德邦新添利债券c	de bang xin tian li zhai quan c 
创金合信尊盛纯债债券	chuang jin he xin zun sheng chun zhai zhai quan 
招商安元灵活配置混合a	zhao shang an yuan ling huo pei zhi hun he a 
博时裕安一年定开债发起式	bo shi yu an yi nian ding kai zhai fa qi shi 
东方互联网嘉混合	dong fang hu lian wang jia hun he 
鑫元汇利	xin yuan hui li 
鹏华丰尚定期开放债券a	peng hua feng shang ding qi kai fang zhai quan a 
工银月月薪定期支付债券c	gong yin yue yue xin ding qi zhi fu zhai quan c 
博时安瑞18个月定开债a	bo shi an rui 18 ge yue ding kai zhai a 
银华添益定期开放债券	yin hua tian yi ding qi kai fang zhai quan 
华安安禧混合c	hua an an xi hun he c 
新华增强债券a	xin hua zeng qiang zhai quan a 
九泰久稳灵活配置混合a	jiu tai jiu wen ling huo pei zhi hun he a 
交银施罗德荣鑫灵活配置混合	jiao yin shi luo de rong xin ling huo pei zhi hun he 
招商招瑞纯债债券发起式c	zhao shang zhao rui chun zhai zhai quan fa qi shi c 
招商睿逸混合	zhao shang rui yi hun he 
鹏华金鼎混合a	peng hua jin ding hun he a 
中邮低碳经济灵活配置混合	zhong you di tan jing ji ling huo pei zhi hun he 
中欧养老混合a	zhong ou yang lao hun he a 
民生加银量化中国混合	min sheng jia yin liang hua zhong guo hun he 
兴业天融债券	xing ye tian rong zhai quan 
易方达黄金etf联接a	yi fang da huang jin etf lian jie a 
中信建投稳溢a	zhong xin jian tou wen yi a 
平安消费精选混合c	ping an xiao fei jing xuan hun he c 
永赢双利债券c	yong ying shuang li zhai quan c 
东方红汇阳债券a	dong fang hong hui yang zhai quan a 
富国泰利定期开放债券发起式	fu guo tai li ding qi kai fang zhai quan fa qi shi 
长盛沪港深混合	zhang sheng hu gang shen hun he 
融通增益债券a/b	rong tong zeng yi zhai quan a/b 
招商增荣灵活配置混合(lof)	zhao shang zeng rong ling huo pei zhi hun he (lof) 
东方红汇利债券c	dong fang hong hui li zhai quan c 
金鹰技术领先混合c	jin ying ji shu ling xian hun he c 
南方原油a	nan fang yuan you a 
招商招兴3个月定开债券发起a	zhao shang zhao xing 3 ge yue ding kai zhai quan fa qi a 
泰信天天收益货币b	tai xin tian tian shou yi huo bi b 
长城久源灵活配置混合a	chang cheng jiu yuan ling huo pei zhi hun he a 
华商万众创新混合	hua shang wan zhong chuang xin hun he 
天弘价值精选灵活配置混合	tian hong jia zhi jing xuan ling huo pei zhi hun he 
广发安泽短债a	guang fa an ze duan zhai a 
广发安泽短债c	guang fa an ze duan zhai c 
银华鑫锐灵活配置混合(lof)a	yin hua xin rui ling huo pei zhi hun he (lof)a 
长信利鑫c	zhang xin li xin c 
东方红优势精选混合	dong fang hong you shi jing xuan hun he 
景顺景瑞收益债券a	jing shun jing rui shou yi zhai quan a 
东兴改革精选混合	dong xing gai ge jing xuan hun he 
广发百发大数据精选混合a	guang fa bai fa da shu ju jing xuan hun he a 
前海开源中国稀缺资产混合a	qian hai kai yuan zhong guo xi que zi chan hun he a 
民生加银岁岁增利债券d	min sheng jia yin sui sui zeng li zhai quan d 
中欧潜力价值灵活配置混合a	zhong ou qian li jia zhi ling huo pei zhi hun he a 
富国绝对收益多策略定期开放混合发起式a	fu guo jue dui shou yi duo ce lve ding qi kai fang hun he fa qi shi a 
长信富海纯债一年定期开放c	zhang xin fu hai chun zhai yi nian ding qi kai fang c 
工银瑞信丰收回报灵活配置混合a	gong yin rui xin feng shou hui bao ling huo pei zhi hun he a 
中欧新动力混合(lof)e	zhong ou xin dong li hun he (lof)e 
北信瑞丰新成长	bei xin rui feng xin cheng zhang 
银华互联网主题灵活配置混合	yin hua hu lian wang zhu ti ling huo pei zhi hun he 
广发百发大数据成长混合a	guang fa bai fa da shu ju cheng zhang hun he a 
富安达健康人生混合a	fu an da jian kang ren sheng hun he a 
国寿安保成长优选股票	guo shou an bao cheng zhang you xuan gu piao 
银河智联混合	yin he zhi lian hun he 
南方荣光c	nan fang rong guang c 
广发聚盛混合c	guang fa ju sheng hun he c 
南方利安c	nan fang li an c 
融通新机遇灵活配置混合	rong tong xin ji yu ling huo pei zhi hun he 
国泰兴益灵活配置混合c	guo tai xing yi ling huo pei zhi hun he c 
银河鑫利混合i	yin he xin li hun he i 
国投中国	guo tou zhong guo 
诺安优势行业混合c	nuo an you shi hang ye hun he c 
交银多策略回报灵活配置混合c	jiao yin duo ce lve hui bao ling huo pei zhi hun he c 
东方惠新灵活配置混合c	dong fang hui xin ling huo pei zhi hun he c 
浙商日添利b	zhe shang ri tian li b 
博时裕坤3个月定开债发起式	bo shi yu kun 3 ge yue ding kai zhai fa qi shi 
前海开源金银珠宝混合c	qian hai kai yuan jin yin zhu bao hun he c 
新疆前海联合海盈货币a	xin jiang qian hai lian he hai ying huo bi a 
中信建投添鑫宝	zhong xin jian tou tian xin bao 
国富沪港深成长精选股票	guo fu hu gang shen cheng zhang jing xuan gu piao 
前海开源沪港深智慧生活混合	qian hai kai yuan hu gang shen zhi hui sheng huo hun he 
工银稳健成长混合h	gong yin wen jian cheng zhang hun he h 
博时安泰18个月定开债c	bo shi an tai 18 ge yue ding kai zhai c 
长安鑫益增强混合c	chang an xin yi zeng qiang hun he c 
嘉实新思路混合	jia shi xin si lu hun he 
诺安安鑫灵活配置混合	nuo an an xin ling huo pei zhi hun he 
易方达裕祥回报债券	yi fang da yu xiang hui bao zhai quan 
大摩增值18个月开放债券c	da mo zeng zhi 18 ge yue kai fang zhai quan c 
亚洲美元债a(美元现汇)	ya zhou mei yuan zhai a( mei yuan xian hui ) 
亚洲美元债c(人民币)	ya zhou mei yuan zhai c( ren min bi ) 
交银成长混合h	jiao yin cheng zhang hun he h 
招商安德灵活配置混合a	zhao shang an de ling huo pei zhi hun he a 
招商量化精选股票a	zhao shang liang hua jing xuan gu piao a 
汇添富6月红定期开放债券a	hui tian fu 6 yue hong ding qi kai fang zhai quan a 
华安全球美元收益债券a美元现汇	hua an quan qiu mei yuan shou yi zhai quan a mei yuan xian hui 
广发利鑫灵活配置混合a	guang fa li xin ling huo pei zhi hun he a 
平安睿享文娱混合c	ping an rui xiang wen yu hun he c 
兴业聚盈混合a	xing ye ju ying hun he a 
前海开源恒远灵活配置混合	qian hai kai yuan heng yuan ling huo pei zhi hun he 
北信瑞丰稳定增强偏债	bei xin rui feng wen ding zeng qiang pian zhai 
国联安通盈混合c	guo lian an tong ying hun he c 
汇添富盈安灵活配置混合a	hui tian fu ying an ling huo pei zhi hun he a 
嘉实稳瑞纯债债券	jia shi wen rui chun zhai zhai quan 
诺安精选回报混合	nuo an jing xuan hui bao hun he 
华夏新机遇混合a	hua xia xin ji yu hun he a 
国富潜力组合混合h	guo fu qian li zu he hun he h 
银华泰利灵活配置混合c	yin hua tai li ling huo pei zhi hun he c 
嘉实研究精选混合h	jia shi yan jiu jing xuan hun he h 
交银科技创新灵活配置混合a	jiao yin ke ji chuang xin ling huo pei zhi hun he a 
博时黄金etf联接a	bo shi huang jin etf lian jie a 
建信优选成长混合h	jian xin you xuan cheng zhang hun he h 
海富通富祥混合	hai fu tong fu xiang hun he 
财通资管积极收益债券a	cai tong zi guan ji ji shou yi zhai quan a 
中银季季红定期开放债券	zhong yin ji ji hong ding qi kai fang zhai quan 
广发医药卫生联接c	guang fa yi yao wei sheng lian jie c 
中证上海国企etf	zhong zheng shang hai guo qi etf 
银华惠添益货币a	yin hua hui tian yi huo bi a 
大成多策略混合(lof)	da cheng duo ce lve hun he (lof) 
安信新优选混合a	an xin xin you xuan hun he a 
招商睿祥定开混合	zhao shang rui xiang ding kai hun he 
中信保诚稳利债券a	zhong xin bao cheng wen li zhai quan a 
安信新价值混合c	an xin xin jia zhi hun he c 
华夏创新前沿股票	hua xia chuang xin qian yan gu piao 
安信新价值混合a	an xin xin jia zhi hun he a 
建信丰裕多策略灵活配置混合(lof)	jian xin feng yu duo ce lve ling huo pei zhi hun he (lof) 
平安鼎越(lof)	ping an ding yue (lof) 
山证裕利定开债发起式	shan zheng yu li ding kai zhai fa qi shi 
鹏华弘嘉混合a	peng hua hong jia hun he a 
鹏华弘嘉混合c	peng hua hong jia hun he c 
创金合信消费主题股票a	chuang jin he xin xiao fei zhu ti gu piao a 
中欧医疗健康混合c	zhong ou yi liao jian kang hun he c 
招商丰凯混合c	zhao shang feng kai hun he c 
嘉实安益混合	jia shi an yi hun he 
工银瑞信瑞丰半年定期开放纯债债券	gong yin rui xin rui feng ban nian ding qi kai fang chun zhai zhai quan 
信诚鼎利(lof)	xin cheng ding li (lof) 
工银安盈货币a	gong yin an ying huo bi a 
东方红汇阳债券c	dong fang hong hui yang zhai quan c 
德邦锐兴债券c	de bang rui xing zhai quan c 
招商安博灵活配置混合a	zhao shang an bo ling huo pei zhi hun he a 
华安全球美元票息(人民币)c	hua an quan qiu mei yuan piao xi ( ren min bi )c 
华泰柏瑞量化对冲	hua tai bai rui liang hua dui chong 
招商招兴3个月定开债券发起c	zhao shang zhao xing 3 ge yue ding kai zhai quan fa qi c 
中科沃土货币a	zhong ke wo tu huo bi a 
金信转型创新成长混合	jin xin zhuan xing chuang xin cheng zhang hun he 
香港中小a	xiang gang zhong xiao a 
红塔红土盛隆a	hong ta hong tu sheng long a 
金信智能中国2025灵活配置混合	jin xin zhi neng zhong guo 2025 ling huo pei zhi hun he 
中银腾利灵活配置混合a	zhong yin teng li ling huo pei zhi hun he a 
前海开源沪港深新机遇混合	qian hai kai yuan hu gang shen xin ji yu hun he 
兴业增益五年定开债券	xing ye zeng yi wu nian ding kai zhai quan 
博时裕顺纯债债券	bo shi yu shun chun zhai zhai quan 
丰润纯债债券c	feng run chun zhai zhai quan c 
平安鼎泰混合	ping an ding tai hun he 
鹏华丰茂债券	peng hua feng mao zhai quan 
长信利率债债券a	zhang xin li lv zhai zhai quan a 
长信利率债债券c	zhang xin li lv zhai zhai quan c 
建信现金增利货币a	jian xin xian jin zeng li huo bi a 
财通资管积极收益债券c	cai tong zi guan ji ji shou yi zhai quan c 
浦银安盛盛鑫定开债券a	pu yin an sheng sheng xin ding kai zhai quan a 
金鹰多元策略混合	jin ying duo yuan ce lve hun he 
九泰锐益混合(lof)	jiu tai rui yi hun he (lof) 
华润元大现金通货币a	hua run yuan da xian jin tong huo bi a 
交银数据产业灵活配置混合a	jiao yin shu ju chan ye ling huo pei zhi hun he a 
博时聚盈纯债债券	bo shi ju ying chun zhai zhai quan 
华安安福保本混合c	hua an an fu bao ben hun he c 
华商瑞鑫定期开放债券	hua shang rui xin ding qi kai fang zhai quan 
中银宏利混合c	zhong yin hong li hun he c 
招商招裕纯债a	zhao shang zhao yu chun zhai a 
中邮睿信增强债券	zhong you rui xin zeng qiang zhai quan 
华夏智胜价值成长股票c	hua xia zhi sheng jia zhi cheng zhang gu piao c 
农银金丰定开债券	nong yin jin feng ding kai zhai quan 
浦银安盛价值成长混合h	pu yin an sheng jia zhi cheng zhang hun he h 
银河君尚混合a	yin he jun shang hun he a 
民生加银鑫福混合a	min sheng jia yin xin fu hun he a 
光大保德信永鑫混合c	guang da bao de xin yong xin hun he c 
德邦景颐债券a	de bang jing yi zhai quan a 
泰达宏利汇利债券c	tai da hong li hui li zhai quan c 
汇添富保鑫灵活配置混合a	hui tian fu bao xin ling huo pei zhi hun he a 
创金合信金融地产股票c	chuang jin he xin jin rong di chan gu piao c 
天弘中证食品饮料etf联接a	tian hong zhong zheng shi pin yin liao etf lian jie a 
宝盈优势产业混合a	bao ying you shi chan ye hun he a 
华富恒利债券a	hua fu heng li zhai quan a 
华商信用增强债券c	hua shang xin yong zeng qiang zhai quan c 
东方创新科技混合	dong fang chuang xin ke ji hun he 
长信富民纯债一年定开债券c	zhang xin fu min chun zhai yi nian ding kai zhai quan c 
广发百发大数据精选混合e	guang fa bai fa da shu ju jing xuan hun he e 
大成绝对收益混合发起c	da cheng jue dui shou yi hun he fa qi c 
融通跨界成长灵活配置混合	rong tong kua jie cheng zhang ling huo pei zhi hun he 
宝盈新锐混合a	bao ying xin rui hun he a 
长盛新兴成长	zhang sheng xin xing cheng zhang 
东方红收益增强债券a	dong fang hong shou yi zeng qiang zhai quan a 
兴业鑫天盈货币a	xing ye xin tian ying huo bi a 
华夏国企改革混合	hua xia guo qi gai ge hun he 
华夏收益宝b	hua xia shou yi bao b 
长信富安纯债半年定开债券c	zhang xin fu an chun zhai ban nian ding kai zhai quan c 
工银中高等级信用债债券b	gong yin zhong gao deng ji xin yong zhai zhai quan b 
富国收益宝交易型货币b	fu guo shou yi bao jiao yi xing huo bi b 
国投瑞银新活力混合c	guo tou rui yin xin huo li hun he c 
广发聚盛混合a	guang fa ju sheng hun he a 
德邦福鑫灵活配置混合c	de bang fu xin ling huo pei zhi hun he c 
安信新动力混合c	an xin xin dong li hun he c 
安信平稳增长混合c	an xin ping wen zeng zhang hun he c 
汇添富安鑫智选混合a	hui tian fu an xin zhi xuan hun he a 
汇添富安鑫智选混合c	hui tian fu an xin zhi xuan hun he c 
华泰柏瑞新利混合c	hua tai bai rui xin li hun he c 
英大策略优选a	ying da ce lve you xuan a 
易方达瑞选e	yi fang da rui xuan e 
东吴国企改革a	dong wu guo qi gai ge a 
中海顺鑫灵活配置混合	zhong hai shun xin ling huo pei zhi hun he 
九泰日添金货币b	jiu tai ri tian jin huo bi b 
工银新趋势灵活配置混合a	gong yin xin qu shi ling huo pei zhi hun he a 
工银新趋势灵活配置混合c	gong yin xin qu shi ling huo pei zhi hun he c 
新疆前海联合海盈货币b	xin jiang qian hai lian he hai ying huo bi b 
西部利得行业主题优选混合a	xi bu li de hang ye zhu ti you xuan hun he a 
泓德裕泰债券a	hong de yu tai zhai quan a 
泓德泓利货币b	hong de hong li huo bi b 
圆信永丰兴融a	yuan xin yong feng xing rong a 
招商安弘灵活配置混合	zhao shang an hong ling huo pei zhi hun he 
工银物流产业股票a	gong yin wu liu chan ye gu piao a 
华宝核心优势混合	hua bao he xin you shi hun he 
广发行业领先混合h	guang fa xing ye ling xian hun he h 
创金合信沪深300增强a	chuang jin he xin hu shen 300 zeng qiang a 
上投摩根新兴动力混合h	shang tou mo gen xin xing dong li hun he h 
大成内需增长混合h	da cheng nei xu zeng zhang hun he h 
华商新兴活力混合	hua shang xin xing huo li hun he 
泰信鑫选混合a	tai xin xin xuan hun he a 
南方君选	nan fang jun xuan 
大成景安短融债券e	da cheng jing an duan rong zhai quan e 
大成慧成货币e	da cheng hui cheng huo bi e 
国富恒瑞债券c	guo fu heng rui zhai quan c 
广发鑫裕混合a	guang fa xin yu hun he a 
华夏新活力混合c	hua xia xin huo li hun he c 
创金合信尊享纯债债券	chuang jin he xin zun xiang chun zhai zhai quan 
中欧纯债(lof)c	zhong ou chun zhai (lof)c 
汇添富民营活力混合o	hui tian fu min ying huo li hun he o 
交银稳健配置混合h	jiao yin wen jian pei zhi hun he h 
长信利众(lof)c	zhang xin li zhong (lof)c 
汇添富盈鑫混合a	hui tian fu ying xin hun he a 
长城新优选混合a	chang cheng xin you xuan hun he a 
华富安福债券	hua fu an fu zhai quan 
美国消费	mei guo xiao fei 
招商丰利灵活配置混合基金c	zhao shang feng li ling huo pei zhi hun he ji jin c 
博时安瑞18个月定开债c	bo shi an rui 18 ge yue ding kai zhai c 
华安安禧混合a	hua an an xi hun he a 
兴业福益债券	xing ye fu yi zhai quan 
九泰久稳灵活配置混合c	jiu tai jiu wen ling huo pei zhi hun he c 
博时创业成长混合c	bo shi chuang ye cheng zhang hun he c 
兴业聚鑫灵活配置混合a	xing ye ju xin ling huo pei zhi hun he a 
泓德泓益量化混合	hong de hong yi liang hua hun he 
申万菱信中证500指数增强a	shen wan ling xin zhong zheng 500 zhi shu zeng qiang a 
前海开源人工智能主题混合	qian hai kai yuan ren gong zhi neng zhu ti hun he 
银华汇利灵活配置混合c	yin hua hui li ling huo pei zhi hun he c 
海富通改革驱动混合	hai fu tong gai ge qu dong hun he 
中银益利混合c	zhong yin yi li hun he c 
